,Time,User,Tweet
14,2022-10-24 17:26:23+00:00,1205891201175621633,"Carers need all the support we can give. The carers grant will rise from €500 to €4500, they will get better entitlement to social security benefits, tax credits when they spend money on therapies for their children and the introduction of personal assistants. – RA"
15,2022-10-24 17:22:14+00:00,1205891201175621633,"We are introducing a children’s guarantee to support families. This year, amongst other measures, we will increase children’s allowances and tax credits for those who send children to extracurricular activities and provide a laptop to children starting secondary school. - RA"
16,2022-10-24 17:12:04+00:00,1205891201175621633,"Going forward whenever inflation exceeds normal rates, lower income earners will be benefitting from an income boost of at least €100 on top of COLA, with the amount increasing according to their particular circumstances. - RA"
17,2022-10-24 17:10:45+00:00,1205891201175621633,"Pensioners will benefit from the largest ever increase, leaving them better off by at least €650, with many on the lowest pensions, such as widows, benefitting around €830. - RA"
18,2022-10-24 17:03:25+00:00,1205891201175621633,"Over two years, this administration will have spent one billion euro to guarantee stable energy and fuel prices for families and businesses, halving potential inflation and saving the average family about €2,000 per year. - RA"
19,2022-10-24 06:00:48+00:00,1205891201175621633,MALTA Ċertezza u Stabbiltà: The budget which we will be putting forward this evening is one with a vision for a sustainable future that addresses today’s realities. - RA https://t.co/PE3OKQjkhr
20,2022-10-22 09:16:15+00:00,1205891201175621633,"Congratulations to @GiorgiaMeloni on her appointment as Prime Minister of #Italy. I look forward to continued cooperation between our two countries, on both a bilateral and multilateral level, in a spirit of shared priorities and values. - RA"
21,2022-10-21 12:04:48+00:00,1205891201175621633,At #EUCO we bid farewell to a great friend. Thank you Mario Draghi for your cooperation and your service to a more social Europe 🇪🇺. - RA https://t.co/Lu2nPb4UCc
22,2022-10-21 05:28:26+00:00,1205891201175621633,"#EUCO #energy discussions concluded. The #EU has sent the right signal, addressing the exorbitant gas prices. @MaltaGov’s proactive approach to assist &amp; protect the livelihoods of our citizens &amp; provide stability for our businesses has been echoed by EUCO. - RA"
23,2022-11-03 21:51:19+00:00,262230432,RT @ESPNF1: Somebody put the Top Gun theme tune over Charles Leclerc's sunset lap in Austin and it's absolutely perfect 😍 https://t.co/Jgtq…
24,2022-10-22 14:51:16+00:00,262230432,Legend. https://t.co/EOGKmhKohk
25,2022-11-11 20:20:53+00:00,537951506,@KevinMagnussen 👏🏼👏🏼👏🏼 https://t.co/TiWD9TZYFf
26,2022-11-01 20:35:20+00:00,537951506,Great to have grid girls back! @F1 https://t.co/EKSlvAarDK
27,2022-11-01 16:22:52+00:00,537951506,"Legend! When in doubt, flat out! https://t.co/6QKcy0164q"
28,2022-11-11 17:17:18+00:00,3131144855,We cannot tackle climate change unless we save the great forests of the world and the natural splendours they contain. My piece with @IvanDuque https://t.co/yOgSWc43Ja #COP27 https://t.co/VPxNrdbTEe
29,2022-11-10 12:32:57+00:00,3131144855,This is a crucial moment to challenge cynicism on Net Zero. Time to help the world to power past hydrocarbons with new technology and green jobs #COP27 https://t.co/YxeqZNfpi5
30,2022-11-09 12:12:49+00:00,3131144855,"I planted a cross at the Constituency Garden of Remembrance today. This week, we remember those who gave their lives for our freedom. We will never forget them, or those who continue to serve our country.
Do support @PoppyLegion by buying a poppy. #LestWeForget https://t.co/lqHhiKau9R"
31,2022-10-31 19:37:33+00:00,3131144855,"Today I joined over one million Londoners in having my booster vaccine @HillingdonNHSFT. If you’re over 50 #GetBoostedNow

Also a great opportunity to get an update on plans for a #NewHillHosp which I'm proud to be supporting. More info on plans here: https://t.co/lFfDtk2stw https://t.co/jJkq1W1lY7"
32,2022-10-31 19:36:35+00:00,3131144855,"RT @HillingdonNHSFT: Delighted to welcome @BorisJohnson for a briefing on the #NewHillHosp and for a covid booster!

For more on the #NewHi…"
33,2022-10-25 11:00:55+00:00,3131144855,"Congratulations to @RishiSunak on this historic day, this is the moment for every Conservative to give our new PM their full and wholehearted support."
34,2022-11-11 20:00:10+00:00,939091,"I will work with anyone on ideas to provide more breathing room for American families. And I will oppose any effort to undo my agenda or make inflation worse.

We are on the right path, and we need to keep moving forward to build an economy from the bottom up and the middle out."
35,2022-11-11 14:50:25+00:00,939091,"Our nation has a truly sacred obligation to prepare those we send into harm’s way, care for their families when they’re gone, and care for them and their families when they’re home. 

That’s a lifetime commitment the nation owes to every one of our veterans. https://t.co/d11FFcxeTd"
36,2022-11-10 20:43:24+00:00,939091,"I want to thank the young people of this nation who voted in historic numbers—again—just as you did 2 years ago.

You voted to continue addressing the climate crisis, gun violence, your personal rights and freedoms and student debt relief.

Thank you for making your voices heard."
37,2022-11-10 20:36:09+00:00,939091,Tuesday was a good day for America and a good day for democracy—and a strong night for Democrats.
38,2022-11-10 20:24:33+00:00,939091,LIVE: Tune in as I address the nation about the 2022 midterm elections. https://t.co/9vawWKMJgr
39,2022-11-10 16:51:01+00:00,939091,"In this midterm election, we lost fewer seats in the House than any Democratic president’s first midterm election in at least 40 years."
40,2022-11-10 03:50:25+00:00,939091,You heard the man. Pitch in for Rev. Warnock tonight! https://t.co/RsgbVSBH38
41,2022-11-10 00:52:00+00:00,939091,"I want to thank the young people of this nation who voted in historic numbers, just as they did two years ago.

They voted to continue addressing the climate crisis, gun violence, their personal rights and freedoms, and student debt relief."
42,2022-11-09 22:35:01+00:00,939091,"Yesterday was a good day for democracy and a good day for America.

Our democracy has been tested in recent years. But with their votes, the American people have spoken and proven once again: 

Democracy is who we are."
43,2022-11-09 03:39:54+00:00,939091,"RT @POTUS: Just got off the phone with some of tonight’s winners — including some folks I saw on the road this year.

If you’re in line to…"
44,2022-11-08 23:15:02+00:00,939091,"As polls begin to close in certain parts of the country, if you’re in line at your polling place before it closes—stay in line.

Make your voice heard."
45,2022-11-08 22:00:10+00:00,939091,"There’s only a couple hours left until polls start to close. We don’t have a minute to waste.

Confirm your polling place at https://t.co/Hy8C4mIL2M and make your voice heard."
46,2022-11-08 21:00:10+00:00,939091,"Social Security.
Medicare.
The right to choose.
It’s all on the ballot. This election is too important to sit out."
47,2022-11-08 18:00:00+00:00,939091,"We have a chance to build back our country in a way that’s better for everybody, Republicans want to take us backwards.

Confirm your polling location at https://t.co/Hy8C4n0lUk. https://t.co/0TAzZCyrOn"
48,2022-11-08 17:00:24+00:00,939091,"If you run into any issues while trying to cast your ballot, call the Voter Assistance Hotline at  (833) 336-8683. https://t.co/YwUOQVUnYo"
49,2022-11-08 16:02:14+00:00,939091,"We need all hands on deck to elect Democrats. Head to https://t.co/5a2tKE0cix to help call voters in critical battleground states.

You can make the difference in the outcome of this election."
50,2022-11-08 14:00:35+00:00,939091,"Do you know where to vote?

Go to https://t.co/Hy8C4mJiSk to confirm your polling location."
51,2022-11-08 13:00:21+00:00,939091,"Go vote. You can make a difference in this election. 

Confirm your polling location at https://t.co/Hy8C4n0lUk."
52,2022-11-08 12:00:13+00:00,939091,"Folks, today is the day.

If you haven’t voted yet, head to https://t.co/Hy8C4mJiSk to confirm your polling location. https://t.co/hf17ighbZ4"
53,2022-11-07 23:50:42+00:00,939091,"Everything Democrats have fought so hard for is on the ballot. Ahead of Election Day, I’m in Maryland to discuss what’s at stake. Tune in now.
https://t.co/JmU6na1kvC"
54,2022-11-07 23:14:00+00:00,939091,"Without a single Republican vote in Congress, congressional Democrats finally beat Big Pharma.
 
Out-of-pocket prescription drug costs for seniors on Medicare cannot be higher than $2,000 a year."
55,2022-11-07 22:47:01+00:00,939091,"Democrats will continue lowering every day costs like health care and prescription drugs, while Republicans will raise prices.

Make your Election Day voting plan at https://t.co/Hy8C4n0lUk today. https://t.co/t2mPXcVozB"
56,2022-11-07 21:23:01+00:00,939091,"Want to help Democrats win up and down the ballot tomorrow? Help make calls to voters before Election Day!

One conversation can make all the difference.
https://t.co/7ujqdXmbmf"
57,2022-11-07 20:02:04+00:00,939091,".@KathyHochul gets things done. 

New York, make your plan to vote tomorrow at https://t.co/Hy8C4mIL2M. https://t.co/GZorpOkwGK"
58,2022-11-07 17:30:07+00:00,939091,"Election Day is tomorrow, folks. Confirm your polling location at https://t.co/Hy8C4mJiSk. https://t.co/sZxcdtJ72g"
59,2022-11-07 16:00:02+00:00,939091,Take it from me and my friend @BarackObama: VOTE! https://t.co/vagNpBYFgg
60,2022-11-07 02:30:00+00:00,939091,"Republicans in Congress have already introduced legislation to ban the right to choose nationwide, but if we elect more Senate Democrats and keep control of the House, we will codify Roe v. Wade as the law of the land."
61,2022-11-07 01:05:07+00:00,939091,"Earlier this month, we helped lower the cost of hearing aids. We made them available over the counter, which could save up to $3,000 a pair for millions of Americans with hearing loss."
62,2022-11-07 00:06:00+00:00,939091,"When I think of character, I think of @JohnFetterman.
When I think of courage, I think of @JoshShapiroPA.
Let’s get them elected.

Lock in your plan to vote at https://t.co/Hy8C4mIL2M before November 8. https://t.co/6K8malpHHX"
63,2022-11-06 23:18:14+00:00,939091,"LIVE: I’m in Westchester County, New York, getting out the vote for Democrats right before Election Day. With two days left, there is so much at stake. Tune in.
https://t.co/4HGhTLruKX"
64,2022-11-06 22:33:02+00:00,939091,"As we enter the final days of this midterm election, remember the power to shape America is in your hands. 

Head to https://t.co/Hy8C4mIL2M to make your plan to vote. https://t.co/Z2NpXdGMlC"
65,2022-11-06 21:30:17+00:00,939091,It's good to get out the vote with @BarackObama in Philadelphia a few days before this critical election. https://t.co/FUWrTHf9x4
66,2022-11-06 20:45:03+00:00,939091,Everything is at stake in these next 2 days. Make a plan to vote now: https://t.co/Hy8C4mIL2M
67,2022-11-06 16:00:02+00:00,939091,Social Security and Medicare are on the ballot. https://t.co/dqY0Oi7qdK
68,2022-11-06 01:48:09+00:00,939091,"Pennsylvania, you have the power to make @JohnFetterman your next United States senator and @JoshShapiroPA your next governor. 

There’s so much on the ballot. Make a plan to vote now: https://t.co/Hy8C4mIL2M. https://t.co/rTOET4VvKF"
69,2022-11-06 01:20:02+00:00,939091,"MAGA Republicans say one of their priorities is to deny Medicare the right to negotiate drug prices and give the power back to Big Pharma so they can continue to rip us off.

Their plan would hurt working- and middle-class Americans."
70,2022-11-06 00:00:08+00:00,939091,"What @BarackObama said.
https://t.co/9WSs7ourqS"
